text,label,notes
"Post title: I genuinely don't understand why some people are still bullish about LLMs

Comment: You're using them wrong. Everyone is though I can't fault you specifically. Chatbot is like the worst possible application of these technologies. Of late, deaf tech forums are taken over by language model debates over which works best for speech transcription. (Multimodal language models are the the state of the art in machine transcription. Everyone seems to forget that when complaining they can't cite sources for scientific papers yet.) The debates are sort of to the point that it's become annoying how it has taken over so much space just like it has here on HN. But then I remember, oh yeah, there was no such thing as live machine transcription ten years ago. And now there is. And it's going to continue to get better. It's already good enough to be very useful in many situations. I have elsewhere complained about the faults of AI models for machine transcription - in particular when they make mistakes they tend to hallucinate something that is superficially grammatical and coherent instead - but for a single phrase in an audio transcription sporadically that's sometimes tolerable. In many cases you still want a human transcriber but the cost of that means that the amount of transcription needed can never be satisfied. It's a revolutionary technology. I think in a few years I'm going have glasses that continuously narrate the sounds around me and transcribe speech and it's going to be so good I can probably ""pass"" as a hearing person in some contexts. It's hard not to get a bit giddy and carried away sometimes.",hot_takes,
"Post title: I genuinely don't understand why some people are still bullish about LLMs

Comment: My experience (almost exclusively Claude), has just been so different that I don't know what to say. Some of the examples are the kinds of things I explicitly wouldn't expect LLMs to be particularly good at so I wouldn't use them for, and others, she says that it just doesn't work for her, and that experience is just so different than mine that I don't know how to respond. I think that there are two kinds of people who use AI: people who are looking for the ways in which AIs fail (of which there are still many) and people who are looking for the ways in which AIs succeed (of which there are also many). A lot of what I do is relatively simple one off scripting. Code that doesn't need to deal with edge cases, won't be widely deployed, and whose outputs are very quickly and easily verifiable. LLMs are almost perfect for this. It's generally faster than me looking up syntax/documentation, when it's wrong it's easy to tell and correct. Look for the ways that AI works, and it can be a powerful tool. Try and figure out where it still fails, and you will see nothing but hype and hot air. Not every use case is like this, but there are many. -edit- Also, when she says ""none of my students has ever invented references that just don't exist""...all I can say is ""press X to doubt""",supported_analysis,
"Post title: I genuinely don't understand why some people are still bullish about LLMs

Comment: My experience is starkly different. Today I used LLMs to: 1. Write python code for a new type of loss function I was considering 2. Perform lots of annoying CSV munging (""split this CSV into 4 equal parts"", ""convert paths in this column into absolute paths"", ""combine these and then split into 4 distinct subsets based on this field.."" - they're great for that) 3. Expedite some basic shell operations like ""generate softlinks for 100 randomly selected files in this directory"" 4. Generate some summary plots of the data in the files I was working with 5. Not to mention extensive use in Cursor & GH Copilot The tool (Claude 3.7 mostly, integrated with my shell so it can execute shell commands and run python locally) worked great in all cases. Yes I could've done most of it myself, but I personally hate CSV munging and bulk file manipulations and its super nice to delegate that stuff to an LLM agent edit: formatting",firsthand_report,
"Post title: I genuinely don't understand why some people are still bullish about LLMs

Comment: People who don't work in tech have no idea how hard it is to do certain things at scale. Skilled tech people are severely underappreciated. From a sub-tweet: >> no LLM should ever output a url that gives a 404 error. How hard can it be? As a developer, I'm just imagining a server having to call up all the URLs to check that they still exist (and the extra costs/latency incurred there)... And if any URLs are missing, getting the AI to re-generate a different variant of the response, until you find one which does not contain the missing links. And no, you can't do it from the client side either... It would just be confusing if you removed invalid URLs from the middle of the AI's sentence without re-generating the sentence. You almost need to get the LLM to engineer/pre-process its own prompts in a way which guesses what the user is thinking in order to produce great responses... Worse than that though... A fundamental problem of 'prompt engineering' is that people (especially non-tech people) often don't actually fully understand what they're asking. Contradictions in requirements are extremely common. When building software especially, people often have a vague idea of what they want... They strongly believe that they have a perfectly clear idea but once you scope out the feature in detail, mapping out complex UX interactions, they start to see all these necessary tradeoffs and limitations rise to the surface and suddenly they realize that they were asking for something they don't want. It's hard to understand your own needs precisely; even harder to communicate them.",hot_takes,
"Post title: ETH Zurich and EPFL to release a LLM developed on public infrastructure

Comment: ""respecting web crawling opt-outs during data acquisition produces virtually no performance degradation"" Great to read that!",hot_takes,
"Post title: ETH Zurich and EPFL to release a LLM developed on public infrastructure

Comment: The open training data is a huge differentiator. Is this the first truly open dataset of this scale? Prior efforts like The Pile were valuable, but had limitations. Curious to see how reproducible the training is.",hot_takes,
"Post title: ETH Zurich and EPFL to release a LLM developed on public infrastructure

Comment: The press release talks a lot about how it was done, but very little about how capabilities compare to other open models.",hot_takes,
"Post title: ETH Zurich and EPFL to release a LLM developed on public infrastructure

Comment: The article says “ Open LLMs are increasingly viewed as credible alternatives to commercial systems, most of which are developed behind closed doors in the United States or China” It is obvious that the companies producing big LLMs today have the incentive to try to enshitify them. Trying to get subscriptions at the same time as trying to do product placement ads etc. Worse, some already have political biases they promote. It would be wonderful if a partnership between academia and government in Europe can do a public good search and AI that endeavours to serve the user over the company.",hot_takes,
"Post title: ETH Zurich and EPFL to release a LLM developed on public infrastructure

Comment: Is this setting the bar for dataset transparency? It seems like a significant step forward. Assuming it works out, that is. They missed an opportunity though. They should have called their machine the AIps (AI Petaflops Supercomputer).",hot_takes,
"Post title: iPhone 17 Pro Demonstrated Running a 400B LLM

Comment: A year ago this would have been considered impossible. The hardware is moving faster than anyone's software assumptions.",hot_takes,
"Post title: iPhone 17 Pro Demonstrated Running a 400B LLM

Comment: It's crazy to see a 400B model running on an iPhone. But moving forward, as the information density and architectural efficiency of smaller models continue to increase, getting high-quality, real-time inference on mobile is going to become trivial.",supported_analysis,
"Post title: iPhone 17 Pro Demonstrated Running a 400B LLM

Comment: > SSD streaming to GPU Is this solution based on what Apple describes in their 2023 paper 'LLM in a flash' [1]? 1: https://arxiv.org/abs/2312.11514",hot_takes,
"Post title: iPhone 17 Pro Demonstrated Running a 400B LLM

Comment: Run an incredible 400B parameters on a handheld device. 0.6 t/s, wait 30 seconds to see what these billions of calculations get us: ""That is a profound observation, and you are absolutely right ...""",hot_takes,
"Post title: iPhone 17 Pro Demonstrated Running a 400B LLM

Comment: This is awesome! How far away are we from a model of this capability level running at 100 t/s? It's unclear to me if we'll see it from miniaturization first or from hardware gains",supported_analysis,
"Post title: Using LLMs at Oxide

Comment: Hmmm, I'm a bit confused of their conclusions (encouraging use) given some of the really damning caveats they point out. A tool they themselves determine to need such careful oversight probably just shouldn't be used near prod at all.",hot_takes,
"Post title: Using LLMs at Oxide

Comment: A measured, comprehensive, and sensible take. Not surprising from Bryan. This was a nice line: > it’s just embarrassing — it’s as if the writer is walking around with their intellectual fly open. I think Oxide didn't include this in the RFD because they exclusively hire senior engineers, but in an organization that contains junior engineers I'd add something specific to help junior engineers understand how they should approach LLM use. Bryan has 30+ years of challenging software (and now hardware) engineering experience. He memorably said that he's worked on and completed a ""hard program"" (an OS), which he defines as a program you doubt you can actually get working. The way Bryan approaches an LLM is super different to how a 2025 junior engineer does so. That junior engineer possibly hasn't programmed without the tantalizing, even desperately tempting option to be assisted by an LLM.",hot_takes,
"Post title: Using LLMs at Oxide

Comment: I would have expected at least some consideration of public perception, given the extremely negative opinions many people hold about LLMs being trained on stolen data. Whether it's an ethical issue or a brand hazard depends on your opinions about that, but it's definitely at least one of those currently.",hot_takes,
"Post title: Using LLMs at Oxide

Comment: > it is presumed that of the reader and the writer, it is the writer that has undertaken the greater intellectual exertion. (That is, it is more work to write than to read!) This applies to natural language, but, interestingly, the opposite is true of code (in my experience and that of other people that I've discussed it with).",hot_takes,
"Post title: Using LLMs at Oxide

Comment: I've had the same thought about 'written' text with an LLM. If you didn't spend time writing it don't expect me to read it. I'm glad he seems to be taking a hard stance on that saying they won't use LLMs to write non-code artifacts. This principle extends to writing code as well to some degree. You shouldn't expect other people to peer review 'your' code which was simply generated because, again, you spent no time making it. You have to be the first reviewer. Whether these cultural norms are held firmly remains to be seen (I don't work there), but I think they represent thoughtful application of emerging technologies.",hot_takes,
"Post title: Building a fully local LLM voice assistant to control my smart home

Comment: I'm working on doing exactly this myself, I'm working on some other stuff related to all this (since I'm also doing other LLM stuff), but nothing published yet. I'm looking at llama.cpp's GBNF grammar support to emulate/simulate some of the function calling needs and I'm planning on using or fine tuning a model like TinyLLama (I don't need the sarcasm abilities of better models) and I'm going to try getting this running on a small SBC for fun for it but I'm not there yet either. This write up looks like it's someone actually having tackled a good bit of what I'm planning to try too, and I'm hoping to build out a bunch of the support for calling different home assistant services, like adding TODO items and calling scripts and automations and as many things as i can think of.",firsthand_report,
"Post title: Building a fully local LLM voice assistant to control my smart home

Comment: I did the same thing, but I went the easy way and used OpenAI's API. Half way through, I got fed up with all the boilerplate, so I wrote a really simple (but very Pythonic) wrapper around function calling with Python functions: https://github.com/skorokithakis/ez-openai Then my assistant is just a bunch of Python functions and a prompt. Very very simple. I used an ESP32-Box with the excellent Willow project for the local speech recognition and generation: https://github.com/toverainc/willow",firsthand_report,
"Post title: Building a fully local LLM voice assistant to control my smart home

Comment: I've been testing various LLMs (that can run locally - sans cloud) and (for example) the llava-v1.5-7b-q4 does a decent job for home automation. Example: I give the LLM a range of 'verbal' instructions related to home automation to see how well they can identify the action, timing, and subject: User: in the sentence ""in 15 minutes turn off the living room light"" output the subject, action, time, and location as json Llama: { ""subject"": ""light"", ""action"": ""turned off"", ""time"": ""15 minutes from now"", ""location"": ""living room"" } Several of the latest models are on par to the results from Gpt4 in my tests.",firsthand_report,
"Post title: Building a fully local LLM voice assistant to control my smart home

Comment: Really great write-up, thank you John. Two naive questions. First, with the 4060 Ti, are those the 16gb models? (I'm idly comparing pricing in Australia, as I've started toying with LM-Studio and lack of VRAM is, as you say, awful.) Semi-related, the actual quantisation choice you made wasn't specified. I'm guessing 4 or 5 bit? - at which point my question is around what ones you experimented with, after setting up your prompts / json handling, and whether you found much difference in accuracy between them? (I've been using mistral7b at q5, but running from RAM requires some patience.) I'd expect a lower quantisation to still be pretty accurate for this use case, with a promise of much faster response times, given you are VRAM-constrained, yeah?",supported_analysis,
"Post title: Building a fully local LLM voice assistant to control my smart home

Comment: If Mixtral doesn't support system prompts, and you just copy in your system prompts as another ""user"" message, does that suggest that Mixtral is less resilient to prompt injection than commercial models, because it doesn't have any concept of ""trust this instruction more than this other class of instruction""?",supported_analysis,
